Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
UNBSF,0.0036,Uni-Bio Science Group Limited,Hong Kong,0.0036,0.004,-,83956580,73563930,5971228000,5739300,0.47866935103392555,14530775,24888407.07468573,Biotechnology,"Uni-Bio Science Group Limited, an investment holding company, researches and develops, manufactures, and sells biological and chemical pharmaceutical products to treat human diseases in the People's Republic of China. It operates through Chemical Pharmaceutical Products, Biological Pharmaceutical Products, and Pipeline Products segments. The company provides BOGUTAI, a disposable injection pen for the treatment of osteoporosis; GeneTime, a prescription biological drug for wound healing; GeneSoft, a therapeutic drug for dry eye syndrome, corneal damage, and post-operative healing; Pinup, a voriconazole tablet to treat invasive aspergillosis and fungal infections; and Boshutai, an oral medication for the treatment of diabetes. It also develops prescription drugs, such as UOS003(oral PTH) for the treatment of osteoporosis; Uni-GLP-1, a non-insulin treatment candidate that stimulates the incretin pathway for the treatment of type 2 diabetes and obesity; and pre-clinical stage biopharmaceutical products for wound care and ophthalmology. In addition, the company offers contract manufacture organization services. Uni-Bio Science Group Limited was incorporated in 2001 and is headquartered in Sha Tin, Hong Kong."
VACBF,0.38,Nykode Therapeutics AS,Norway,0.15575,0.38,-,123160410,59438424,326546430,103147475,0.1495043688180539,2899000,60289000,Biotechnology,"Nykode Therapeutics AS, a clinical-stage biopharmaceutical company, discovers and develops novel immunotherapies for the treatment of cancer and autoimmune diseases. The company develops vaccines for the treatment cancer, autoimmune, and infectious diseases. Its lead product candidates include VB10.NEO, a cancer neoantigen vaccine, which is in phase I/IIa clinical trial for the treatment of locally advanced and metastatic tumors; and VB10.16, a therapeutic vaccine, which in phase II clinical trial for the treatment of human papilloma virus 16 induced malignancies, such as cervical cancer. Nykode Therapeutics AS was founded in 2006 and is headquartered in Oslo, Norway."
VICP,1.5,"Vicapsys Life Sciences, Inc.",United States,1,2.45,-,48556948,49046330,32371300,-,-,-,-,Biotechnology,"Vicapsys Life Sciences, Inc. focuses on the development and commercialization of VICAPSYN, a proprietary product. The company's product is applied to transplantation therapies and related stem-cell applications in the transplantation field. It also develops VYBRIN, a product based on CXCL12 for prevention of post-surgical adhesions in abdominal surgery, coating of implantable medical devices and other implants to eliminate fibrosis, and wound healing with a focus on diabetic ulcers. The company was formerly known as Phage Therapeutics International, Inc. and changed its name to Vicapsys Life Sciences, Inc. in September 2017. Vicapsys Life Sciences, Inc. was incorporated in 1997 and is based in Suwanee, Georgia."
VIVRF,-,Vivoryon Therapeutics N.V.,Germany,-,-,-,50641876,45030052,29614336,3017018,0.08320149122365966,84805.66,5697290.930506478,,
XBIT,2.36,XBiotech Inc.,United States,2.09,3.62,-,71341290,-76025710,30487732,2358405,0.37379023056848676,-,147367000,Biotechnology,"XBiotech Inc., a biopharmaceutical company, discovers, develops, and commercializes true human monoclonal antibodies for treating various diseases. It develops a pipeline of product candidates targeting inflammatory and infectious diseases. The company is also developing interleukin-1 alpha therapies to various medical conditions, such as cancer, stroke, heart attack, or arthritis; and mediates tissue breakdown, angiogenesis, the formation of blood clots, malaise, muscle wasting, and general inflammation. The company was incorporated in 2005 and is headquartered in Austin, Texas."
ZLSCF,0.57,ZYUS Life Sciences Corporation,Canada,2.2e-05,0.6401,-,37396948,48190050,80071544,135410,0.4955890197396468,10888641,259441.5897085774,Drug Manufacturers - Specialty & Generic,"ZYUS Life Sciences Corporation manufactures and distributes cannabinoid-based therapeutics and product candidates in Canada, the United States, Australia, and the European Union. The company offers Trichomylin, a softgel capsules with fixed dose combination of cannabinoids formulated that is phase 2 clinical trial for the treatment of chronic pain in adults caused due to musculoskeletal injuries, arthritis, and cancer. ZYUS Life Sciences Corporation was founded in 2018 and is headquartered in Saskatoon, Canada."
ZYBT,0.8876,Zhengye Biotechnology Holding Limited,China,0.720101,14.3,-,38164276,52724144,47391376,259751,0.00018990796975382188,11971552,6648334.008012395,Drug Manufacturers - Specialty & Generic,"Zhengye Biotechnology Holding Limited engages in the research, development, manufacture, and sale of veterinary vaccines for livestock in China. The company offers vaccines for swine, cattle, goats, sheep, poultry, and dogs. Its veterinary vaccines include monovalent vaccine, polyvalent vaccine, combined vaccine, and combined and polyvalent vaccine. The company also develops vaccines for household animals. In addition, it exports its products to Vietnam, Pakistan, and Egypt. The company serves direct-end customers, including livestock farmers and local governments, as well as domestic distributors and exporting distributors. The company was founded in 2004 and is based in Jilin, China. Zhengye Biotechnology Holding Limited operates as a subsidiary of Securingium Holding Limited."
CBUS,3.73,"Cibus, Inc.",United States,1.09,3.8,4.33,249282960,480677400,65980870,14566722,0.2359050719338997,259466000,23886000,Biotechnology,"Cibus, Inc., an agricultural biotechnology company, develops and licenses gene edited plant traits using gene editing technologies to enhance farming productivity or produce renewable low carbon plant products. It focuses on trait productivity in the productivity traits that enable farmers to have higher yields and reduce the use of the crop protection chemicals and fertilizers; and sustainable ingredients, which enable corporations to replace ingredients that are fossil fuel based or whose production results in increased greenhouse gases. The company was formerly known as Calyxt, Inc. and changed its name to Cibus, Inc. in June 2023. Cibus, Inc. was founded in 2001 and is headquartered in San Diego, California."
OGI,1.42,Organigram Global Inc.,Canada,0.85,2.24,5,192310400,232511230,135141950,8431202,0.002262583998347693,6157791.5,6106063.807310374,Drug Manufacturers - Specialty & Generic,"Organigram Global Inc. engages in the production and sale of cannabis and cannabis-derived products in Canada. It offers medical cannabis products, including whole flower, milled flower, pre-rolls, infused pre-rolls, vapes, beverages, gummies, and concentrates; and adult use recreational cannabis under the SHRED, Big Bag O' Buds, Monjour, Trailblazer, SHRED'ems, Edison Cannabis Co., Boxhot, Edison JOLTS, Wola, Rizzlers, DEBUNK, Tremblant, and Laurentian brands. The company also engages in the wholesale shipping of cannabis plant cuttings and dried flowers to other licensed producers. It sells cannabis products to wholesale and retail channels in the recreational and medical cannabis regimes, as well as through online. Organigram Global Inc. was formerly known as Organigram Holdings Inc. and changed its name to Organigram Global Inc. in March 2025. The company is headquartered in Toronto, Canada."
VXRT,0.7199,"Vaxart, Inc.",United States,0.2606,0.8449,5,175185360,165350370,239979950,405725,0.010023766735908839,18958000,28793000,Biotechnology,"Vaxart, Inc., a clinical-stage biotechnology company, discovers and develops oral recombinant protein vaccines based on its vector-adjuvant-antigen standardized technology proprietary oral vaccine platform in the United States. The company's product pipeline includes norovirus vaccine, a bivalent oral tablet vaccine in Phase 2 clinical trial for the GI.1 and GII.4 norovirus strains; coronavirus vaccine, which is in Phase 2 clinical trial, for the treatment of SARS-CoV-2 infection; seasonal influenza vaccine, which is in Phase 2 clinical trial, to treat H1 influenza infection; and human papillomavirus therapeutic vaccine, which is in preclinical stage, that targets HPV-16 and HPV-18 for cervical cancers and precancerous cervical lesions. It has a license agreement with Altesa Biosciences, Inc. to develop and commercialize Vapendavir, a capsid-binding broad-spectrum antiviral. Vaxart, Inc. is headquartered in South San Francisco, California."
CAMP,4.45,Camp4 Therapeutics Corporation,United States,1.305,7.305,4.5,243841330,174932340,51881136,27335392,0.01467849565508726,6346000,75255000,Biotechnology,"Camp4 Therapeutics Corporation, a clinical-stage biopharmaceutical company, discovers and develops regulatory RNA-based therapeutics to treat a range of genetic diseases. Its lead product candidate is CMP-CPS-001, which is in a Phase 1 clinical trial for the treatment of urea cycle disorders. The company also develops CMP-SYNGAP for the treatment of SYNGAP1-related disorders. Camp4 Therapeutics Corporation was formerly known as Marauder Therapeutics, Inc. and changed its name to Camp4 Therapeutics Corporation in March 2018. The company was incorporated in 2015 and is headquartered in Cambridge, Massachusetts."
AVTX,16.855,"Avalo Therapeutics, Inc.",United States,3.39,20.7199,4.9,299906660,188844660,18512756,15244333,0.03033379407969648,555000,111617000,Biotechnology,"Avalo Therapeutics, Inc., a clinical stage biotechnology company, focuses on the development of therapies for the treatment of immune dysregulation in the Unites States. Its lead asset includes AVTX-009, a humanized monoclonal antibody that binds to interleukin-1ß, which is in phase 2 clinical trial to treat inflammatory diseases. The company was formerly known as Cerecor Inc. and changed its name to Avalo Therapeutics, Inc. in August 2021. Avalo Therapeutics, Inc. was incorporated in 2011 and is headquartered in Rockville, Maryland."
ADAG,3.16,Adagene Inc.,China,1.3,3.53,4.66,157889740,101911530,47131268,4931376,0.1087584550290806,6849932,62828156,Biotechnology,"Adagene Inc., a clinical stage biotechnology company, engages in the research, development, and production of monoclonal antibody drugs for cancers in the People's Republic of China. Its lead product candidate is the ADG126, a masked fully-human anti-CTLA-4 mAb which is in phase 1b/2 clinical development for the treatment of cancer. The company also develops ADG116, a fully human anti-CTLA-4 antibody generated using NEObody technology, which is in phase 1b/2 clinical trials to treat advanced/metastatic solid tumors; ADG206, which is in phase 1 clinical development to treat advanced metastatic solid tumors; ADG104, anti-PD-L1 monoclonal antibody which is in phase 2 clinical development; and ADG125, a novel anti-CSF-1R mAb which is in Phase 2 clinical development. In addition, it is developing ADG138, a HER2xCD3 POWERbody which is in pre clinical trial to treat low expressing tumors, as well as resistant/refractory tumors; ADG152, a CD20xCD3 POWERbody which is in preclincal trial to treat off-tumor toxicities; ADG153, a masked anti-CD47 IgG1 SAFEbody, wihx is in preclinical trial for the treatment of hematologic and solid tumor; and CD28 T-cell engagers, an anti-CD28 bispecific POWERbody TCEs to treat solid tumors. The company was incorporated in 2011 and is headquartered in Suzhou, China."
