Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
FRPRQ,-,4D Pharma PLC.,United Kingdom,-,-,-,40552650,32409560,180337580,128844,0,-,-,,
EXOZ,9,"eXoZymes, Inc.",United States,8.05,20.33,-,75602320,71823760,8400258,3996100,0.2553822751634533,1320124,5098687,Biotechnology,"eXoZymes, Inc. operates as a development stage biotechnology company. The company focuses on the development of enzyme modules and cell-free exozyme biosolutions for synthetic biology manufacturing. The company was formerly known as Invizyne Technologies, Inc. and changed its name to eXoZymes, Inc. in February 2025. eXoZymes, Inc. was incorporated in 2014 and is headquartered in Monrovia, California."
PLYX,2.77,"Polaryx Therapeutics, Inc.",United States,2.201,48.91,-,132561230,126816230,47343296,85281,0.2164571470381541,-,5745000,Biotechnology,"Polaryx Therapeutics, Inc., clinical-stage biotechnology company, develops small molecule and gene therapy treatments for lysosomal storage disorders. Its pipeline includes PLX-100, a preclinical stage orally administrable combination therapy; PLX-200, a repurposed oral small molecule for the treatment of LSDs; PLX-300, a preclinical stage orally administrable combination therapy; and PLX-400, a preclinical stage novel gene therapy candidate. The company was founded in 2014 and is based in Paramus, New Jersey."
SMNR,8,"Semnur Pharmaceuticals, Inc.",United States,4.5,23,-,1841673100,1851402100,230209140,-,0.0,9813000,85000,Biotechnology,"Semnur Pharmaceuticals, Inc., a late-stage clinical biopharmaceutical company, focuses developing and commercializing non-opioid pain management products for the treatment of acute and chronic pain. Its lead product candidate is SP-102, an opioid novel injectable corticosteroid gel formulation for patients with moderate to severe LRP. The company was founded in 2013 and is headquartered in Palo Alto, California. Semnur Pharmaceuticals, Inc. operates as a subsidiary of Scilex Holding Company."
SIGA,6.8,"SIGA Technologies, Inc.",United States,4.95,9.62,-,484092400,313051360,71611304,36629183,0.09597007466782269,914548,171955584,Drug Manufacturers - Specialty & Generic,"SIGA Technologies, Inc., a commercial-stage pharmaceutical company, focuses on the health security market in the United States. Its lead product is TPOXX, an antiviral drug for the treatment of human smallpox disease caused by variola virus. The company was incorporated in 1995 and is headquartered in New York, New York."
SGP,29.13,"SpyGlass Pharma, Inc.",United States,16,32.44,-,975867100,1065934140,33317414,-,0.042921398401448554,-,-,,
PURR,4.14,Hyperliquid Strategies Inc.,United States,3.01,5.78,5,489671650,207747650,123967500,24733708,0.007217310523012208,-,-,Capital Markets,"Hyperliquid Strategies Inc., through its subsidiary, operates as a a biotechnology company that owns a platform for biologic medicines of single or bifunctional action. The company was incorporated in 2025 and is based in New York, New York."
PRTC,17.54,PureTech Health plc,United States,13.3,20,-,405813340,233739540,241684030,189705572,0.03581391254311962,163574000,331284000,Biotechnology,"PureTech Health plc, engages in the development and commercialization of biotechnology and pharmaceutical solutions in the United States. It is developing LYT-100, which is under Phase 2 stage, to treat idiopathic pulmonary fibrosis (IPF); and LYT-200, a IgG4 monoclonal antibody, currently under Phase 1/2 stage, targeting galectin-9 for treating solid tumors and hematological malignancies. The company also develops SPT-300, an oral drug of allopregnanolone for the treatment of anxious depression; and delivers transformative medicines for patients with psychiatric and neurological conditions. In addition, the company develops hydrogels to enable the oral administration of peptide therapeutics in preclinical development; oral therapies based on defined bacterial consortia that is in phase 3 clinical stage; and engineering hematopoietic stem cells to enable targeted therapies for patients with blood cancers. Further, it develops voice-based technology platform that detects changes in the sound of voice that are linked with health conditions, including depression, anxiety, and respiratory disease. The company was incorporated in 2015 and is based in Boston, Massachusetts."
HLN,10.44,Haleon plc,United Kingdom,8.71,11.42,4,48773566000,59471802000,8906796000,8238496414,0.0005333885179778298,11728615000,927857691.8853629,Drug Manufacturers - Specialty & Generic,"Haleon plc, together with its subsidiaries, engages in the research, development, manufacture, and sale of various consumer healthcare products in North America, Europe, the Middle East, Africa, Latin America, and the Asia Pacific. The company offers oral health products, such as toothpastes, mouth washes, and denture care products under the Sensodyne, Polident, Parodontax, Aquafresh, and Biotene brands; and vitamins, minerals, and supplements under Centrum, Emergen-C, Caltrate brands. It also provides various over-the-counter products comprising nasal drops, and cold, flu, and allergy relief products under Otrivine, Theraflu, and Flonase brands for respiratory issues; anti-inflammatory and pain relief products under Voltaren, Panadol, and Advil brands; and antacids and antihistamine products under TUMS, ENO, and Fenistil brands for digestive health and other issues. The company was formerly known as DRVW 2022 plc and changed its name to Haleon plc in February 2022. Haleon plc was founded in 1715 and is headquartered in Weybridge, the United Kingdom."
SPRO,2.22,"Spero Therapeutics, Inc.",United States,0.5052,3.22,3,125636620,80371624,56339296,11932715,0.02432060962069192,3351000,48616000,Biotechnology,"Spero Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on identifying and developing novel treatments for multi-drug resistant (MDR) bacterial infections and rare diseases in the United States. The company's product candidates include Tebipenem HBr (tebipenem pivoxil hydrobromide), an oral carbapenem-class antibiotic to treat complicated urinary tract infections, including pyelonephritis for adult patients, which is in Phase 3 development; and SPR720, a novel product candidate for first-line treatment of nontuberculous mycobacterial (NTM) pulmonary disease. It has license agreement with Meiji Seika Pharma Co., Ltd. to support the development of tebipenem HBr; Everest Medicines to develop, manufacture, and commercialize SPR206 in Greater China, South Korea, and Southeast Asian countries; and Vertex Pharmaceuticals Incorporated for patents relating to the oral prodrug SPR720, as well as SPR719, an active metabolite. Spero Therapeutics, Inc. was founded in 2013 and is headquartered in Cambridge, Massachusetts."
CNTB,2.59,Connect Biopharma Holdings Limited,United States,0.51,3.28,5,136963600,82963610,55903510,7037949,0.2045582895658096,781000,54781000,Biotechnology,"Connect Biopharma Holdings Limited, a clinical-stage biopharmaceutical company, engages in the development of therapies for the treatment of inflammatory diseases in the United States. The company's lead product candidate is rademikibart (formerly CBP-201), an antibody designed to target interleukin-4 receptor alpha, which is in Phase 3 studies for the treatment of inflammatory diseases such as atopic dermatitis and asthma. Connect Biopharma Holdings Limited was founded in 2012 and is headquartered in San Diego, California."
CINGW,0.0434,Cingulate Inc. WT EXP 121026,United States,0.0202,0.175001,-,66053070,64513172,10418466,1381773,0.001103521382130536,4578809,6118710,,"Cingulate Inc., a biopharmaceutical company, develops pharmaceutical products using delivery platform technology for the treatment of attention deficit/hyperactivity disorder (ADHD) and anxiety in the United States. The company's lead product candidate is CTx-1301 (dexmethylphenidate), which is in Phase 3 clinical trials. It also develops CTx-2103 (buspirone) that is in a formulation stage for the treatment of anxiety and mental health disorders; and plans to initiate the clinical plan for CTx-1302 (dextroamphetamine) to treat ADHD in children, adolescents, and adults. Cingulate Inc. was founded in 2012 and is headquartered in Kansas City, Kansas."
CAVG,0.3,ACC Aviation Holdings Ltd.,United States,0.0152,2.5,-,149683220,-,498944060,-,-,-,-,Shell Companies,"ACC Aviation Holdings Ltd. engages in the development of cannabis powder products. It offers cannabis nanometric powders. The company was formerly known as Elfato Inc. The company is based in Los Angeles, California."
INCR,0.8302,InterCure Ltd.,Israel,0.68,1.7698,-,47405150,88870640,54681336,1437917,0.2604509381491875,53246936,15315459.75475788,Drug Manufacturers - Specialty & Generic,"InterCure Ltd., together with its subsidiaries, engages in the research, cultivation, production, marketing, and distribution of pharmaceutical-grade cannabis and cannabis-based products for medical use in Israel and internationally. The company offers dried cannabis inflorescences and cannabis extract mixed with oil. It also invests in the biomed sector. The company has a strategic alliance with Cannasoul R&D Ltd. for the research, development, and commercialization of evidence-based cannabis therapeutics. The company was incorporated in 1994 and is headquartered in Herzliya, Israel."
GOSS,0.3801,"Gossamer Bio, Inc.",United States,0.3312,3.87,3.75,96146930,118798930,231456240,153406014,0.03628875482457814,202876000,180224000,Biotechnology,"Gossamer Bio, Inc., a clinical-stage biopharmaceutical company, focuses on developing and commercializing seralutinib for the treatment of pulmonary arterial hypertension (PAH) in the United States. The company is developing GB002, an inhaled, small molecule, platelet-derived growth factor receptor, or PDGFR, colony-stimulatin factor 1 receptor and c-KIT inhibitor, which is in Phase 3 clinical trial for the treatment of PAH. It has license agreements with Pulmokine, Inc. to develop and commercialize GB002 and related backup compounds. The company was formerly known as FSG, Bio, Inc. and changed its name to Gossamer Bio, Inc. in 2017. The company was incorporated in 2015 and is headquartered in San Diego, California."
