Symbol,Company_Name,Asset_Name,Highest_Phase,Market_Status,Active_Trial_Count,Next_Catalyst_Date,Mechanism_of_Action,Therapeutic_Area,Detailed_Conditions,Trial_NCTIds
CHSYF,China Medical System Holdings Limited,Aflibercept Intravitreous Injection (2mg) Monotherapy,PHASE4,Marketed,1,2027-09-15,VEGF inhibitor,"Ophthalmology, Metabolic/Endocrinology",Diabetic Macular Edema (DME),NCT07438119
CHSYF,China Medical System Holdings Limited,Azithromycin,PHASE4,Marketed,1,2028-09-30,Macrolide antibiotic,Infectious Diseases,Mycobacterium Avium Complex Pulmonary Disease,NCT07213765
CHSYF,China Medical System Holdings Limited,Brivudine,PHASE4,Marketed,1,2026-12-31,Antiviral,Infectious Diseases,Herpes Zoster,NCT07099157
CHSYF,China Medical System Holdings Limited,Calcium Carbonate-500 MG,PHASE4,Marketed,1,Passed,Unknown,Cardiovascular,Heart Valve Surgery,NCT05593627
CHSYF,China Medical System Holdings Limited,Colchicine-0.5 MG Oral,PHASE4,Marketed,1,Passed,Anti-inflammatory,"Cardiovascular, Immunology",Heart Failure; Heart Failure with Preserved Ejection Fraction (HFPEF); Chronic Inflammation; Inflammation; Colchicine,NCT06604611
CHSYF,China Medical System Holdings Limited,Combination Therapy with Aflibercept Intravitreous Injection (2mg) and Dexamethasone Intravitreal Implant,PHASE4,Marketed,1,2027-09-15,"VEGF inhibitor, Corticosteroid","Ophthalmology, Metabolic/Endocrinology",Diabetic Macular Edema (DME),NCT07438119
CHSYF,China Medical System Holdings Limited,Contezolid,PHASE4,Marketed,1,2028-09-30,Oxazolidinone antibiotic,Infectious Diseases,Mycobacterium Avium Complex Pulmonary Disease,NCT07213765
CHSYF,China Medical System Holdings Limited,DL-3-n-butylphthalide,PHASE4,Marketed,1,Passed,Unknown,"Neurology/CNS, Others",Chemotherapy-Related Cognitive Impairment; DL-3-n-butylphthalide,NCT06508671
CHSYF,China Medical System Holdings Limited,Dexamethasone and N-acetylcysteine (NAC),PHASE4,Marketed,1,2027-06-30,"Corticosteroid, Antioxidant","Neurology/CNS, Others",Carbon Monoxide Poisoning; Delayed Neurocognitive Sequelae,NCT06811675
CHSYF,China Medical System Holdings Limited,Disitamab Vedotin for,PHASE4,Marketed,1,2026-04-30,Antibody-drug conjugate,"Urology/Nephrology, Others",Bladder Cancer,NCT05488353
CHSYF,China Medical System Holdings Limited,EV71 Vaccine,PHASE4,Marketed,1,Passed,Vaccine,Infectious Diseases,Hand; Foot and Mouth Disease,NCT06146088
CHSYF,China Medical System Holdings Limited,Edaravone Dexborneol,PHASE4,Marketed,1,2027-12-31,Free radical scavenger,Neurology/CNS,Chemo Brain,NCT07454473
CHSYF,China Medical System Holdings Limited,Edoxaban,PHASE4,Marketed,1,Passed,Factor Xa inhibitor,Cardiovascular,Non-Valvular Atrial Fibrillation,NCT05320627
CHSYF,China Medical System Holdings Limited,Empty Medication,PHASE4,Marketed,1,Passed,Unknown,"Neurology/CNS, Others",Chemotherapy-Related Cognitive Impairment; DL-3-n-butylphthalide,NCT06508671
CHSYF,China Medical System Holdings Limited,Esketamine,PHASE4,Marketed,1,Passed,NMDA receptor antagonist,Neurology/CNS,Depression,NCT04303325
CHSYF,China Medical System Holdings Limited,Famciclovir,PHASE4,Marketed,1,2026-12-31,Viral DNA polymerase inhibitor,Infectious Diseases,Herpes Zoster,NCT07099157
CHSYF,China Medical System Holdings Limited,Finerenone,PHASE4,Marketed,1,Passed,Mineralocorticoid receptor antagonist,"Cardiovascular, Urology/Nephrology",Primary Aldosteronism; Hypertension,NCT05814770
CHSYF,China Medical System Holdings Limited,Isatuximab,PHASE4,Marketed,1,2028-07-31,CD38 antibody,"Hematology, Immunology",Multiple Myeloma,NCT07334535
CHSYF,China Medical System Holdings Limited,Lithium Carbonate-250 MG,PHASE4,Marketed,1,Passed,Unknown,Cardiovascular,Heart Valve Surgery,NCT05593627
CHSYF,China Medical System Holdings Limited,Methylprednisolone (Injectable Form),PHASE4,Marketed,1,2027-08-31,Corticosteroid,"Immunology, Neurology/CNS",Unruptured Intracranial Aneurysms; Cerebrovascular Event; Hemorrhagic Stroke; Methylprednisolone; Flow Diverter,NCT07353749
CHSYF,China Medical System Holdings Limited,Nafamostat mesilate,PHASE4,Marketed,1,2026-10-01,Serine protease inhibitor,"Hematology, Infectious Diseases",Sepsis; Sepsis-induced Coagulopathy; Nafamostat Mesilate,NCT06078839
CHSYF,China Medical System Holdings Limited,PCC,PHASE4,Investigational,1,2026-12-20,Coagulation factor replacement,Hematology,Hemophilia; Inhibitors,NCT07406139
CHSYF,China Medical System Holdings Limited,Penpulimab,PHASE4,Investigational,1,2026-04-30,PD-1 antibody,Immunology,Bladder Cancer,NCT05488353
CHSYF,China Medical System Holdings Limited,Realgar Indigo naturalis formula,PHASE4,Investigational,1,2027-09-27,"Arsenic compound, possibly inducing apoptosis or differentiation","Hematology, Others",Arsenic Trioxide; Childhood ALL,NCT05682131
CHSYF,China Medical System Holdings Limited,Saussurea Involucrata Liquid Tonic,PHASE4,Investigational,1,Passed,Unknown,"Musculoskeletal, Immunology",Postpartum Rheumatism,NCT06430307
CHSYF,China Medical System Holdings Limited,Shenfu,PHASE4,Investigational,1,2026-09-30,Unknown,"Cardiovascular, Infectious Diseases",Septic Cardiomyopathy; Septic Shock,NCT06898723
CHSYF,China Medical System Holdings Limited,Shexiang Baoxin Pill,PHASE4,Investigational,1,2028-12-31,Unknown,Cardiovascular,Acute Myocardial Infarction (AMI); Percutaneous Coronary Intervention (PCI),NCT07153744
CHSYF,China Medical System Holdings Limited,Songling Xuemaikang,PHASE4,Investigational,1,Passed,Unknown,Cardiovascular,"Hypertension,Essential",NCT06093932
CHSYF,China Medical System Holdings Limited,Spironolactone,PHASE4,Marketed,1,Passed,Mineralocorticoid receptor antagonist,"Cardiovascular, Urology/Nephrology",Primary Aldosteronism; Hypertension,NCT05814770
CHSYF,China Medical System Holdings Limited,Tenofovir Alafenamide,PHASE4,Marketed,1,2031-12-31,Nucleotide reverse transcriptase inhibitor,Infectious Diseases,Chronic Hepatitis b,NCT03753074
CHSYF,China Medical System Holdings Limited,Tofacitinib and Acitretin Capsules.,PHASE4,Marketed,1,Passed,"JAK inhibitor, retinoid","Immunology, Dermatology",Primary Cutaneous Amyloidosis,NCT06998875
CHSYF,China Medical System Holdings Limited,Tongren-Dahuoluo Bolus,PHASE4,Investigational,1,Passed,Unknown,Musculoskeletal,Knee Osteoarthritis (Knee OA),NCT06674759
CHSYF,China Medical System Holdings Limited,Topical Minoxidil（5%） to the scalp.,PHASE4,Marketed,1,Passed,Vasodilator,Dermatology,Grey Hair,NCT06813963
CHSYF,China Medical System Holdings Limited,Venetoclax,PHASE4,Marketed,1,Passed,Bcl-2 inhibitor,"Hematology, Others",Relapsed/Refractory AML,NCT06763666
CHSYF,China Medical System Holdings Limited,Wangbi granules,PHASE4,Marketed,1,Passed,Unknown,"Musculoskeletal, Immunology",Rheumatoid Arthritis,NCT05540938
CHSYF,China Medical System Holdings Limited,Wangbi granules simulant,PHASE4,Investigational,1,Passed,Unknown,"Musculoskeletal, Immunology",Rheumatoid Arthritis,NCT05540938
CHSYF,China Medical System Holdings Limited,biologics treatment,PHASE4,Marketed,1,2026-12-31,Monoclonal antibody,"Dermatology, Musculoskeletal",Psoriasis; Psoriasis Arthritis; Biologics,NCT07149792
CHSYF,China Medical System Holdings Limited,bortezomib,PHASE4,Marketed,1,2028-07-31,Proteasome inhibitor,Hematology,Multiple Myeloma,NCT07334535
CHSYF,China Medical System Holdings Limited,cordyceps sinesis,PHASE4,Investigational,1,2028-07-24,Unknown,"Infectious Diseases, Respiratory",Mycobacterium Avium Complex Pulmonary Disease,NCT07174076
CHSYF,China Medical System Holdings Limited,dexamethason,PHASE4,Marketed,1,2028-07-31,Glucocorticoid,"Hematology, Immunology",Multiple Myeloma,NCT07334535
CHSYF,China Medical System Holdings Limited,first-line scheme+compound kushen,PHASE4,Investigational,1,Passed,Unknown,"Gastroenterology, Others",Advanced Colorectal Carcinoma,NCT05894694
CHSYF,China Medical System Holdings Limited,indomethacin,PHASE4,Marketed,1,2026-11-01,NSAID,"Gastroenterology, Pain",Post-ERCP Pancreatitis,NCT07088757
CHSYF,China Medical System Holdings Limited,lenalidomide,PHASE4,Marketed,1,2028-07-31,IMiD,Hematology,Multiple Myeloma,NCT07334535
CHSYF,China Medical System Holdings Limited,palliative care group first-line scheme,PHASE4,Investigational,1,Passed,Unknown,"Gastroenterology, Others",Advanced Colorectal Carcinoma,NCT05894694
CHSYF,China Medical System Holdings Limited,sacubitril/valsartan,PHASE4,Marketed,1,2026-12-31,Angiotensin Receptor/Neprilysin Inhibitor,Cardiovascular,Coronary Artery Disease; Ischemic Mitral Regurgitation; Angiotensin Receptor/Neprilysin Inhibitor,NCT06917664
CHSYF,China Medical System Holdings Limited,standard dose indomethacin,PHASE4,Marketed,1,2026-11-01,NSAID,"Gastroenterology, Pain",Post-ERCP Pancreatitis,NCT07088757
CONI.F,"Celltrion, Inc.",Empagliflozin-10 MG [Jardiance],PHASE4,Marketed,1,2026-12-31,SGLT2 inhibitor,Metabolic/Endocrinology,Type 2 Diabetes; Fatty Liver,NCT06989723
CONI.F,"Celltrion, Inc.",Empagliflozin-10 MG [Jardiance] + Pioglitazone-15 MG [Actos],PHASE4,Investigational,1,2026-12-31,SGLT2 inhibitor; Thiazolidinedione,Metabolic/Endocrinology,Type 2 Diabetes; Fatty Liver,NCT06989723
CONI.F,"Celltrion, Inc.",Pioglitazone-15 MG [Actos],PHASE4,Marketed,1,2026-12-31,Thiazolidinedione,Metabolic/Endocrinology,Type 2 Diabetes; Fatty Liver,NCT06989723
CPHRF,Cipher Pharmaceuticals Inc.,Spinosad,PHASE4,Marketed,1,Passed,Macrolide antibiotic,"Dermatology, Infectious Diseases",Scabies,NCT05310734
CSLLY,CSL Limited,CE1226,PHASE4,Investigational,1,2033-09-15,Alpha1-proteinase inhibitor,"Rare Disease, Respiratory",Alpha1 Antitrypsin Deficiency; Alpha1-Proteinase Inhibitor Deficiency; Emphysema,NCT07326592
CSLLY,CSL Limited,Garadacimab,PHASE4,Investigational,1,2026-06-15,Monoclonal antibody,"Immunology, Rare Disease",Hereditary Angioedema,NCT06806657
CSLLY,CSL Limited,IgPro,PHASE4,Investigational,1,2026-05-04,Immunoglobulin,"Immunology, Rare Disease",Primary Immunodeficiency,NCT07076446
CSLLY,CSL Limited,IgPro10,PHASE4,Investigational,1,2029-12-20,Immunoglobulin,"Immunology, Neurology/CNS",Pediatric Chronic Inflammatory Demyelinating Polyneuropathy (CIDP),NCT03684018
CSWYY,China Shineway Pharmaceutical Group Limited,30%Oxygen,PHASE4,Marketed,1,Passed,Oxygen Supplementation,Respiratory,Atelectasis; Postoperative,NCT06013098
CSWYY,China Shineway Pharmaceutical Group Limited,40% Oxygen,PHASE4,Marketed,1,2026-06-30,Oxygen Supplementation,Respiratory,Oxygenation Index,NCT06359106
CSWYY,China Shineway Pharmaceutical Group Limited,5% glucose,PHASE4,Marketed,1,2026-10-01,Unknown,"Infectious Diseases, Hematology",Sepsis; Sepsis-induced Coagulopathy; Nafamostat Mesilate,NCT06078839
CSWYY,China Shineway Pharmaceutical Group Limited,60%Oxygen,PHASE4,Marketed,1,Passed,Oxygen Supplementation,Respiratory,Atelectasis; Postoperative,NCT06013098
CSWYY,China Shineway Pharmaceutical Group Limited,80% Oxygen,PHASE4,Marketed,1,2026-06-30,Oxygen Supplementation,Respiratory,Oxygenation Index,NCT06359106
CSWYY,China Shineway Pharmaceutical Group Limited,ACEI / ARB+finerenone,PHASE4,Investigational,1,2027-10-31,"Mineralocorticoid Receptor Antagonist, RAAS Inhibitor","Urology/Nephrology, Immunology",Henoch Schönlein Purpura Nephritis,NCT07315191
CSWYY,China Shineway Pharmaceutical Group Limited,ACEI/ARB,PHASE4,Marketed,1,2027-10-31,RAAS Inhibitor,"Urology/Nephrology, Immunology",Henoch Schönlein Purpura Nephritis,NCT07315191
CSWYY,China Shineway Pharmaceutical Group Limited,Acitretin Capsules.,PHASE4,Marketed,1,Passed,Retinoid,Dermatology,Primary Cutaneous Amyloidosis,NCT06998875
CSWYY,China Shineway Pharmaceutical Group Limited,Aflibercept Intravitreous Injection (2mg) Monotherapy,PHASE4,Marketed,1,2027-09-15,VEGF Inhibitor,"Ophthalmology, Metabolic/Endocrinology",Diabetic Macular Edema (DME),NCT07438119
CSWYY,China Shineway Pharmaceutical Group Limited,Antifibrotic drugs (nidanib or pirfenidone),PHASE4,Marketed,1,2028-04-30,Unknown,Respiratory,Fibrotic Interstitial Lung Disease,NCT07141810
CSWYY,China Shineway Pharmaceutical Group Limited,Aspirin + Clopidogrel,PHASE4,Marketed,1,2026-12-31,Antiplatelet,Cardiovascular,Coronary Artery Disease; Percutaneous Coronary Intervention; Acute Coronary Syndrome,NCT05638867
CSWYY,China Shineway Pharmaceutical Group Limited,Aspirin + Clopidogrel + Rivaroxaban,PHASE4,Investigational,1,2026-12-31,"Antiplatelet, Anticoagulant",Cardiovascular,Coronary Artery Disease; Percutaneous Coronary Intervention; Acute Coronary Syndrome,NCT05638867
CSWYY,China Shineway Pharmaceutical Group Limited,Azithromycin,PHASE4,Marketed,1,2028-09-30,Macrolide Antibiotic,Infectious Diseases,Mycobacterium Avium Complex Pulmonary Disease,NCT07213765
CSWYY,China Shineway Pharmaceutical Group Limited,Berberine plus lifestyle intervention,PHASE4,Investigational,1,2026-12-31,Unknown,"Metabolic/Endocrinology, Cardiovascular",PreDiabetes; Abdominal Obesity; Hypertension; Dyslipidemias; Atherosclerotic Cardiovascular Disease,NCT05749874
CSWYY,China Shineway Pharmaceutical Group Limited,Brivudine,PHASE4,Marketed,1,2026-12-31,Antiviral,Infectious Diseases,Herpes Zoster,NCT07099157
CSWYY,China Shineway Pharmaceutical Group Limited,Bupivacaine-0.125%,PHASE4,Marketed,1,2028-01-31,Local Anesthetic,Pain,Pain Management,NCT07393386
CSWYY,China Shineway Pharmaceutical Group Limited,Bupivacaine-0.25%,PHASE4,Marketed,1,2028-01-31,Local Anesthetic,Pain,Pain Management,NCT07393386
CSWYY,China Shineway Pharmaceutical Group Limited,Calcitriol,PHASE4,Marketed,1,Passed,Vitamin D Analog,"Metabolic/Endocrinology, Musculoskeletal",Low Bone Mineral Density; Postmenopausal Osteoporosis,NCT05902078
CSWYY,China Shineway Pharmaceutical Group Limited,Calcium Carbonate-500 MG,PHASE4,Marketed,1,Passed,Unknown,Cardiovascular,Heart Valve Surgery,NCT05593627
CSWYY,China Shineway Pharmaceutical Group Limited,Calcium carbonate,PHASE4,Marketed,1,Passed,Phosphate Binder,"Cardiovascular, Urology/Nephrology",Degenerative Heart Valve Disease; Heart Valve Calcification; Chronic Kidney Disease(CKD); Calcium-Phosphorus Metabolism Disorders,NCT06660524
CSWYY,China Shineway Pharmaceutical Group Limited,Camrelizumab + chemotherapy+Thalidomide,PHASE4,Marketed,1,Passed,PD-1 antibody,"Immunology, Others",Lung Cancer; Camrelizumab,NCT06276933
CSWYY,China Shineway Pharmaceutical Group Limited,Ciprofloxacin,PHASE4,Marketed,1,Passed,Fluoroquinolone antibiotic,"Infectious Diseases, Respiratory",Bronchiectasis Adult; Pseudomonas Aeruginosa Infection,NCT06093191
CSWYY,China Shineway Pharmaceutical Group Limited,Colchicine-0.5 MG Oral,PHASE4,Marketed,1,Passed,Microtubule inhibitor,"Cardiovascular, Immunology",Heart Failure; Heart Failure with Preserved Ejection Fraction (HFPEF); Chronic Inflammation; Inflammation; Colchicine,NCT06604611
CSWYY,China Shineway Pharmaceutical Group Limited,Combination Therapy with Aflibercept Intravitreous Injection (2mg) and Dexamethasone Intravitreal Implant,PHASE4,Marketed,1,2027-09-15,"VEGF inhibitor, corticosteroid","Ophthalmology, Metabolic/Endocrinology",Diabetic Macular Edema (DME),NCT07438119
CSWYY,China Shineway Pharmaceutical Group Limited,Compound Danshen Dripping Pills,PHASE4,Marketed,1,2026-12-31,Unknown,Cardiovascular,Coronary Arterial Disease (CAD),NCT07041359
CSWYY,China Shineway Pharmaceutical Group Limited,Contezolid,PHASE4,Investigational,1,2028-09-30,Oxazolidinone antibiotic,"Infectious Diseases, Respiratory",Mycobacterium Avium Complex Pulmonary Disease,NCT07213765
CSWYY,China Shineway Pharmaceutical Group Limited,DAPT,PHASE4,Marketed,1,Passed,Antiplatelet therapy,Cardiovascular,Anticoagulation; Coronary Endarterectomy,NCT05782270
CSWYY,China Shineway Pharmaceutical Group Limited,DL-3-n-butylphthalide,PHASE4,Investigational,1,Passed,Unknown,"Neurology/CNS, Others",Chemotherapy-Related Cognitive Impairment; DL-3-n-butylphthalide,NCT06508671
CSWYY,China Shineway Pharmaceutical Group Limited,Daratumumab and corticosteroid treatment,PHASE4,Marketed,1,2027-04-30,CD38 antibody,"Hematology, Immunology",Acquired Hemophilia,NCT05849740
CSWYY,China Shineway Pharmaceutical Group Limited,Dexamethasone and N-acetylcysteine (NAC),PHASE4,Investigational,1,2027-06-30,"Corticosteroid, antioxidant","Neurology/CNS, Others",Carbon Monoxide Poisoning; Delayed Neurocognitive Sequelae,NCT06811675
CSWYY,China Shineway Pharmaceutical Group Limited,Disitamab Vedotin for,PHASE4,Investigational,1,2026-04-30,Antibody-drug conjugate,"Others, Urology/Nephrology",Bladder Cancer,NCT05488353
CSWYY,China Shineway Pharmaceutical Group Limited,EV71 Vaccine,PHASE4,Marketed,1,Passed,Vaccine,Infectious Diseases,Hand; Foot and Mouth Disease,NCT06146088
CSWYY,China Shineway Pharmaceutical Group Limited,Edaravone Dexborneol,PHASE4,Investigational,1,2027-12-31,Free radical scavenger,"Neurology/CNS, Others",Chemo Brain,NCT07454473
CSWYY,China Shineway Pharmaceutical Group Limited,Edoxaban,PHASE4,Marketed,1,Passed,Factor Xa inhibitor,Cardiovascular,Non-Valvular Atrial Fibrillation,NCT05320627
CSWYY,China Shineway Pharmaceutical Group Limited,Eldecalcitol,PHASE4,Marketed,1,Passed,Vitamin D analog,"Metabolic/Endocrinology, Musculoskeletal",Low Bone Mineral Density; Postmenopausal Osteoporosis,NCT05902078
CSWYY,China Shineway Pharmaceutical Group Limited,Empty Medication,PHASE4,Investigational,1,Passed,Unknown,"Neurology/CNS, Others",Chemotherapy-Related Cognitive Impairment; DL-3-n-butylphthalide,NCT06508671
CSWYY,China Shineway Pharmaceutical Group Limited,Entecavir,PHASE4,Marketed,1,Passed,Antiviral,"Infectious Diseases, Others",HCC; HBV Coinfection,NCT04032860
CSWYY,China Shineway Pharmaceutical Group Limited,Esketamine,PHASE4,Marketed,1,Passed,NMDA receptor antagonist,Neurology/CNS,Depression,NCT04303325
CSWYY,China Shineway Pharmaceutical Group Limited,Famciclovir,PHASE4,Marketed,1,2026-12-31,Antiviral,Infectious Diseases,Herpes Zoster,NCT07099157
CSWYY,China Shineway Pharmaceutical Group Limited,Finerenone,PHASE4,Marketed,1,Passed,Mineralocorticoid receptor antagonist,"Cardiovascular, Metabolic/Endocrinology",Primary Aldosteronism; Hypertension,NCT05814770
CSWYY,China Shineway Pharmaceutical Group Limited,Glucophage (Metformin Hydrochloride Tablets),PHASE4,Marketed,1,2026-12-31,Biguanide,"Metabolic/Endocrinology, Cardiovascular",Atherosclerotic Heart Disease; Type 2 Diabetes,NCT06932874
CSWYY,China Shineway Pharmaceutical Group Limited,High-dose ferric derisomaltose,PHASE4,Marketed,1,2026-09-30,Iron Supplement,"Cardiovascular, Hematology",Heart Failure; Iron Deficiency,NCT06427343
CSWYY,China Shineway Pharmaceutical Group Limited,Intranasal corticosteroids (INCS) combined with nasal antihistamines (INAH) used for treatment.,PHASE4,Marketed,1,2026-10-31,"Intranasal corticosteroid, Nasal antihistamine","Immunology, Respiratory",Allergic Rhinitis,NCT07294326
CSWYY,China Shineway Pharmaceutical Group Limited,Intranasal corticosteroids (INCS) combined with oral antihistamines (OAH) used for treatment,PHASE4,Marketed,1,2026-10-31,"Intranasal corticosteroid, Oral antihistamine","Immunology, Respiratory",Allergic Rhinitis,NCT07294326
CSWYY,China Shineway Pharmaceutical Group Limited,Isatuximab,PHASE4,Marketed,1,2028-07-31,CD38 antibody,"Hematology, Others",Multiple Myeloma,NCT07334535
CSWYY,China Shineway Pharmaceutical Group Limited,Kuangxiong Aerosol,PHASE4,Marketed,1,2028-07-31,Unknown,Cardiovascular,Coronary Microvascular Disease,NCT06901570
CSWYY,China Shineway Pharmaceutical Group Limited,Lemborexant,PHASE4,Marketed,1,2026-12-01,Orexin receptor antagonist,"Neurology/CNS, Neurology/CNS",Parkinson's Disease; Insomnia; Motor Disorder,NCT07384429
CSWYY,China Shineway Pharmaceutical Group Limited,Levothyroxine Sodium (LT4),PHASE4,Marketed,1,2026-12-31,Thyroid hormone replacement,Metabolic/Endocrinology,Thyroid Abnormalities; Pregnant Woman; Pregnancy Outcomes,NCT06653907
CSWYY,China Shineway Pharmaceutical Group Limited,Lipid-lowering drug,PHASE4,Marketed,1,2026-10-29,Lipid-lowering agent,Cardiovascular,In-stent Restenosis,NCT06090890
CSWYY,China Shineway Pharmaceutical Group Limited,Lithium Carbonate-250 MG,PHASE4,Marketed,1,Passed,Unknown,Cardiovascular,Heart Valve Surgery,NCT05593627
CSWYY,China Shineway Pharmaceutical Group Limited,Low-dose ferric derisomaltose,PHASE4,Marketed,1,2026-09-30,Iron Supplement,"Cardiovascular, Hematology",Heart Failure; Iron Deficiency,NCT06427343
CSWYY,China Shineway Pharmaceutical Group Limited,Methylprednisolone (Injectable Form),PHASE4,Marketed,1,2027-08-31,Corticosteroid,"Neurology/CNS, Cardiovascular",Unruptured Intracranial Aneurysms; Cerebrovascular Event; Hemorrhagic Stroke; Methylprednisolone; Flow Diverter,NCT07353749
